"msgId","msgSvrId","type","status","isSend","isShowTimer","createTime","talker","content","imgPath","reserved","lvbuffer","transContent","transBrandWording","talkerId","bizClientMsgId","bizChatId","bizChatUserId","msgSeq","flag"
"91616","4100114147426464315","1","3","0","","1538053029000","gh_486994bdc191","还是怀念大学生活","","","{","","","38","","-1","","674984690","0"
"91617","799801046920144864","1","3","1","","1538053033000","gh_486994bdc191","吃，狂吃。","","","{","","","38","","-1","","674984691","0"
"91618","1711598604617930448","1","3","0","","1538053034000","gh_486994bdc191","嗯嗯 今晚跟同学在一起吃多了","","","{","","","38","","-1","","674984692","0"
"91619","3309963906296861876","1","3","1","","1538053039000","gh_486994bdc191","上学的时候不知珍惜，现在怀念有用吗？","","","{","","","38","","-1","","674984693","0"
"91620","6904712685735088954","1","3","0","","1538053040000","gh_486994bdc191","上学的时候无忧无虑的","","","{","","","38","","-1","","674984694","0"
"91621","9067809135593276212","1","3","1","","1538053044000","gh_486994bdc191","您先看我是在说什么好么","","","{","","","38","","-1","","674984695","0"
"91622","3201734958339486344","1","3","0","","1538053045000","gh_486994bdc191","好了，换个话题，或玩个游戏","","","{","","","38","","-1","","674984696","0"
"91623","4776621940161588784","1","3","1","","1538053050000","gh_486994bdc191","那种逍遥自在的感觉？","","","{","","","38","","-1","","674984697","0"
"91624","9077576234793321151","1","3","0","","1538053051000","gh_486994bdc191","思念是一种病","","","{","","","38","","-1","","674984698","0"
"91625","9024546286528236807","1","3","1","","1538053056000","gh_486994bdc191","老鹰抓小鸡吗？","","","{","","","38","","-1","","674984699","0"
"91626","469564848470257944","1","3","0","","1538053057000","gh_486994bdc191","有啊，还有歌词给你！。","","","{","","","38","","-1","","674984700","0"
"91627","2602987253173832751","1","3","1","","1538053061000","gh_486994bdc191","别难过，向前看，这样过去的事情就显得渺小了。","","","{","","","38","","-1","","674984701","0"
"91628","1374315639811047588","1","3","0","","1538053063000","gh_486994bdc191","就是开始时显得渺小，现在不渺小了。","","","{","","","38","","-1","","674984702","0"
"91629","5365620128465550266","1","3","1","","1538053067000","gh_486994bdc191","哪部分的歌词？","","","{","","","38","","-1","","674984703","0"
"91630","5989683913641358582","1","3","0","","1538053068000","gh_486994bdc191","看有没有你熟悉的旋律？","","","{","","","38","","-1","","674984704","0"
"91631","2310262803969030395","1","3","1","","1538053073000","gh_486994bdc191","跟世界比当然渺小了","","","{","","","38","","-1","","674984705","0"
"91632","4883374112091842100","1","3","0","","1538053074000","gh_486994bdc191","世界很大，你很渺小。","","","{","","","38","","-1","","674984706","0"
"91633","5297976774892181158","1","3","1","","1538053079000","gh_486994bdc191","莫非以前在哪听过？","","","{","","","38","","-1","","674984707","0"
"91634","1824514261610243042","1","3","0","","1538053080000","gh_486994bdc191","唱歌！","","","{","","","38","","-1","","674984708","0"
"91635","1311908348466364072","1","3","1","","1538053084000","gh_486994bdc191","我很不渺小","","","{","","","38","","-1","","674984709","0"
"91636","3178415372755663205","1","3","0","","1538053086000","gh_486994bdc191","就是开始时显得渺小，现在不渺小了。","","","{","","","38","","-1","","674984710","0"
"91637","5476312304789056622","1","3","1","","1538053090000","gh_486994bdc191","我以后要成为歌手","","","{","","","38","","-1","","674984711","0"
"91638","333468888863571148","1","3","0","","1538053091000","gh_486994bdc191","⊙▽⊙我的梦想是成为一名作词的","","","{","","","38","","-1","","674984712","0"
"91639","2217057802293996227","1","3","1","","1538053096000","gh_486994bdc191","跟世界比当然渺小了","","","{","","","38","","-1","","674984713","0"
"91640","3722396706521360901","1","3","0","","1538053097000","gh_486994bdc191","像林夕那样。。","","","{","","","38","","-1","","674984714","0"
"91641","2636989178096575536","1","3","1","","1538053101000","gh_486994bdc191","没看出来很有才华嘛。","","","{","","","38","","-1","","674984715","0"
"91642","8690041210727588349","1","3","0","","1538053102000","gh_486994bdc191","林夕的词成就了陈奕迅的歌","","","{","","","38","","-1","","674984716","0"
"91643","3949956624030081178","1","3","1","","1538053107000","gh_486994bdc191","林夕填过很多歌的歌词。","","","{","","","38","","-1","","674984717","0"
"91644","6557070260980071","1","3","0","","1538053109000","gh_486994bdc191","最爱富士山下。","","","{","","","38","","-1","","674984718","0"
"91645","6992908592878500005","1","3","1","","1538053113000","gh_486994bdc191","歌手一定没有受过伤，要不怎可以把情歌唱的那么痛！","","","{","","","38","","-1","","674984719","0"
"91646","6586463565307016359","1","3","0","","1538053114000","gh_486994bdc191","虽然是老歌但是真正很伤心刘德华练习。","","","{","","","38","","-1","","674984720","0"
"91647","4299843295449173161","1","3","1","","1538053119000","gh_486994bdc191","山下全是樱花树。","","","{","","","38","","-1","","674984721","0"
"91648","6346253352922099545","1","3","0","","1538053120000","gh_486994bdc191","山下的 是。","","","{","","","38","","-1","","674984722","0"
"91649","4844381117844082069","1","3","1","","1538053125000","gh_486994bdc191","听说刘德华的演技令人赞叹不已呢！","","","{","","","38","","-1","","674984723","0"
"91650","5435803182757758941","1","3","0","","1538053126000","gh_486994bdc191","刘德华年轻的时候真心帅~","","","{","","","38","","-1","","674984724","0"
"91651","351939363823640109","1","3","1","","1538053130000","gh_486994bdc191","是我说的什么？","","","{","","","38","","-1","","674984725","0"
"91652","5831481046996259561","1","3","0","","1538053132000","gh_486994bdc191","说了什么","","","{","","","38","","-1","","674984727","0"
"91653","4054020375238969200","1","3","1","","1538053136000","gh_486994bdc191","颜值也不能作为完全衡量一个人的标准。","","","{","","","38","","-1","","674984728","0"
"91654","2378193942562761459","1","3","0","","1538053137000","gh_486994bdc191","把你认为美的放一起分析，不美的放一起分析，新加入的做大数据匹配","","","{","","","38","","-1","","674984729","0"
"91655","36113086251360877","1","3","1","","1538053142000","gh_486994bdc191","你忘了？","","","{","","","38","","-1","","674984730","0"
"91656","2971794386167420112","1","3","0","","1538053143000","gh_486994bdc191","莫名觉得这句话似曾相识","","","{","","","38","","-1","","674984731","0"
"91657","8052309579645774337","1","3","1","","1538053147000","gh_486994bdc191","信息量太多，我没明白你说的意思。","","","{","","","38","","-1","","674984732","0"
"91658","6362591874948542006","1","3","0","","1538053149000","gh_486994bdc191","没明白你的意思,们?。","","","{","","","38","","-1","","674984733","0"
"91659","7780488290218747214","1","3","1","","1538053153000","gh_486994bdc191","确实总是感觉在哪见过呢。","","","{","","","38","","-1","","674984734","0"
"91660","2266968624609038712","1","3","0","","1538053154000","gh_486994bdc191","确实确实！感觉没了。","","","{","","","38","","-1","","674984735","0"
"91661","1253338775980515305","1","3","1","","1538053159000","gh_486994bdc191","你多琢磨两遍就明白了！","","","{","","","38","","-1","","674984736","0"
"91662","543409675917907848","1","3","0","","1538053160000","gh_486994bdc191","哈哈哈，看了两遍才看明白。","","","{","","","38","","-1","","674984737","0"
"91663","4254855195766498729","1","3","1","","1538053164000","gh_486994bdc191","没了","","","{","","","38","","-1","","674984738","0"
"91664","4873207180408020816","1","3","0","","1538053166000","gh_486994bdc191","没关系.","","","{","","","38","","-1","","674984739","0"
"91665","4711575788761507351","1","3","1","","1538053170000","gh_486994bdc191","我一次就懂了太不纯洁了","","","{","","","38","","-1","","674984740","0"
"91666","65754367682892290","1","3","0","","1538053173000","gh_486994bdc191","别误会","","","{","","","38","","-1","","674984741","0"
"91667","6155799491567183248","1","3","1","","1538053176000","gh_486994bdc191","没关系你也不用对我惭愧，反正我根本喜欢被你浪费。","","","{","","","38","","-1","","674984742","0"
"91668","5496108890098231916","1","3","0","","1538053177000","gh_486994bdc191","反正你浪费我感情了。","","","{","","","38","","-1","","674984743","0"
"91669","980075219996274925","1","3","1","","1538053181000","gh_486994bdc191","木有误会放心吧","","","{","","","38","","-1","","674984744","0"
"91670","6794521601302533034","1","3","0","","1538053183000","gh_486994bdc191","放心吧 木有。","","","{","","","38","","-1","","674984745","0"
"91671","2183156798904444258","1","3","1","","1538053187000","gh_486994bdc191","好伤心，感觉再也不会爱了。","","","{","","","38","","-1","","674984746","0"
"91672","2387766187721542586","1","3","0","","1538053189000","gh_486994bdc191","不如吃点好吃的，开心一下！ ","","","{","","","38","","-1","","674984747","0"
"91673","598184328527832948","1","3","0","","1538053190000","gh_486994bdc191","得乐","","","{","","","38","","-1","","674984748","0"
"91674","4242245736754820539","3","3","0","","1538053192000","gh_486994bdc191","<?xml version=""1.0""?>
<msg>
	<img aeskey=""727a676c686b7374697a7a6867697170"" encryver=""1"" cdnthumbaeskey=""727a676c686b7374697a7a6867697170"" cdnthumburl=""3063020100045c305a020100020438bf65eb02033d11fe02042dccf73a02045bacd4480435323537303739333133345f3433353030373038335f66353262363132663239303836363037363739376632656562393664626539300204010400010201000400"" cdnthumblength=""4604"" cdnthumbheight=""100"" cdnthumbwidth=""100"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3063020100045c305a020100020438bf65eb02033d11fe02042dccf73a02045bacd4480435323537303739333133345f3433353030373038335f66353262363132663239303836363037363739376632656562393664626539300204010400010201000400"" length=""7395"" cdnbigimgurl=""3063020100045c305a020100020438bf65eb02033d11fe02042dccf73a02045bacd4480435323537303739333133345f3433353030373038335f66353262363132663239303836363037363739376632656562393664626539300204010400010201000400"" hdlength=""12645"" />
</msg>
","THUMBNAIL_DIRPATH://th_0f17e490ffdf84e5ae7fe7b4d14dfa98","","{","","","38","","-1","","674984749","0"
"91675","7199443582436293397","1","3","1","","1538053193000","gh_486994bdc191","那就好。","","","{","","","38","","-1","","674984750","0"
"91676","3530282008421344070","1","3","0","","1538053194000","gh_486994bdc191","那怎么解决.","","","{","","","38","","-1","","674984751","0"
"91677","5007800387391237616","1","3","1","","1538053198000","gh_486994bdc191","你开心我就开心","","","{","","","38","","-1","","674984752","0"
"91678","5262425710625679454","1","3","0","","1538053199000","gh_486994bdc191","抱抱你","","","{","","","38","","-1","","674984753","0"
"91679","7543379734541386749","1","3","1","","1538053204000","gh_486994bdc191","你是在给说相声捧哏的吗？","","","{","","","38","","-1","","674984754","0"
"91680","4129343213236527238","1","3","0","","1538053205000","gh_486994bdc191","我是观众席慕容","","","{","","","38","","-1","","674984755","0"
"91681","1806852476860270913","1","3","1","","1538053210000","gh_486994bdc191","不错","","","{","","","38","","-1","","674984756","0"
"91682","4507980935668206203","1","3","0","","1538053212000","gh_486994bdc191","不错什么..","","","{","","","38","","-1","","674984757","0"
"91683","3738953644462255394","1","3","1","","1538053215000","gh_486994bdc191","谢谢你谢谢温暖的拥抱","","","{","","","38","","-1","","674984758","0"
"91684","7727322926068328369","1","3","0","","1538053216000","gh_486994bdc191","还没抱呢??","","","{","","","38","","-1","","674984759","0"
"91685","644455710982137399","1","3","0","","1538053219000","gh_486994bdc191","（心想：谢谢亲爱哒╭╯3）","","","{","","","38","","-1","","674984760","0"
"91686","9178882824369595339","1","3","1","","1538053221000","gh_486994bdc191","好了，我知道你是。","","","{","","","38","","-1","","674984761","0"
"91687","7209388235928745893","1","3","0","","1538053223000","gh_486994bdc191","不认识","","","{","","","38","","-1","","674984762","0"
"91688","7964750235533371386","1","3","1","","1538053226000","gh_486994bdc191","想法不错","","","{","","","38","","-1","","674984763","0"
"91689","3567632034747580024","1","3","0","","1538053227000","gh_486994bdc191","确实挺不错","","","{","","","38","","-1","","674984764","0"
"91690","6562433610377880480","1","3","1","","1538053232000","gh_486994bdc191","抱你自己吧","","","{","","","38","","-1","","674984765","0"
"91691","76638783322039934","1","3","0","","1538053233000","gh_486994bdc191","抱不动我就抱着自己的怀抱取暖","","","{","","","38","","-1","","674984766","0"
"91692","5131800006296069506","1","3","1","","1538053238000","gh_486994bdc191","好有礼貌，不用谢我了。","","","{","","","38","","-1","","674984767","0"
"91693","67226319321355681","1","3","0","","1538053239000","gh_486994bdc191","大恩不言谢以身相许吧","","","{","","","38","","-1","","674984768","0"
"91694","1215431205556431231","1","3","1","","1538053243000","gh_486994bdc191","那可以介绍你们认识啊","","","{","","","38","","-1","","674984769","0"
"91695","5680913944443923486","1","3","0","","1538053244000","gh_486994bdc191","谁？认识谁？介绍谁？","","","{","","","38","","-1","","674984770","0"
"91696","6511264232291269425","1","3","1","","1538053249000","gh_486994bdc191","还真不错～","","","{","","","38","","-1","","674984771","0"
"91697","6345537606249456858","1","3","0","","1538053250000","gh_486994bdc191","挺不错滴答案.","","","{","","","38","","-1","","674984772","0"
"91698","5547574342996344653","1","3","1","","1538053255000","gh_486994bdc191","我冷","","","{","","","38","","-1","","674984773","0"
"91699","2496972653623427771","1","3","0","","1538053256000","gh_486994bdc191","暖腿很重要，找条厚裤子吧","","","{","","","38","","-1","","674984774","0"
"91700","8753050884772791678","1","3","1","","1538053261000","gh_486994bdc191","只要不恩将仇报，咋都行。","","","{","","","38","","-1","","674984775","0"
"91701","3118909075545127637","1","3","0","","1538053262000","gh_486994bdc191","灌个热水袋抱着，一会就暖过来了","","","{","","","38","","-1","","674984776","0"
"91702","3631552854138646827","3","3","0","","1538053263000","gh_486994bdc191","<?xml version=""1.0""?>
<msg>
	<img aeskey=""6e6e6f6f797177736d626a6e696e7464"" encryver=""1"" cdnthumbaeskey=""6e6e6f6f797177736d626a6e696e7464"" cdnthumburl=""3063020100045c305a02010002049acea54c02033d11ff02047ec9c0b702045bacb44604353235313331353834345f323133363339333238315f30376531313839303331333531336631653662353036316161656665333338650204010400010201000400"" cdnthumblength=""4438"" cdnthumbheight=""82"" cdnthumbwidth=""100"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3063020100045c305a02010002049acea54c02033d11ff02047ec9c0b702045bacb44604353235313331353834345f323133363339333238315f30376531313839303331333531336631653662353036316161656665333338650204010400010201000400"" length=""19451"" cdnbigimgurl=""3063020100045c305a02010002049acea54c02033d11ff02047ec9c0b702045bacb44604353235313331353834345f323133363339333238315f30376531313839303331333531336631653662353036316161656665333338650204010400010201000400"" hdlength=""39690"" />
</msg>
","THUMBNAIL_DIRPATH://th_b5a07c4eb2dbf22152459e707f804d27","","{","","","38","","-1","","674984777","0"
"91703","6213366953986886556","1","3","1","","1538053272000","gh_486994bdc191","三思再回答比较好哦。","","","{","","","38","","-1","","674984778","0"
"91704","8238018037512018844","1","3","0","","1538053273000","gh_486994bdc191","嗯嗯嗯谢谢亲啦","","","{","","","38","","-1","","674984779","0"
"91705","9159815511192114980","1","3","1","","1538053277000","gh_486994bdc191","想好如何搭配裤子吗？","","","{","","","38","","-1","","674984780","0"
"91706","3297088390125081065","1","3","0","","1538053278000","gh_486994bdc191","卡其色风衣搭阔腿裤子搭高跟鞋就很不错","","","{","","","38","","-1","","674984781","0"
"91707","2187423308575516338","1","3","1","","1538053283000","gh_486994bdc191","对啊，我是机器人，我还会回答问题的哦","","","{","","","38","","-1","","674984782","0"
"91708","2642555860219575919","1","3","0","","1538053285000","gh_486994bdc191","到底是机器人","","","{","","","38","","-1","","674984783","0"
"91709","3885892738347751217","1","3","1","","1538053289000","gh_486994bdc191","不用客气呀","","","{","","","38","","-1","","674984784","0"
"91710","5647689696153872312","1","3","0","","1538053290000","gh_486994bdc191","谢谢微软","","","{","","","38","","-1","","674984785","0"
"91711","7965282803797441220","1","3","1","","1538053295000","gh_486994bdc191","风衣不就是服装类的一种，没什么好稀奇的。","","","{","","","38","","-1","","674984786","0"
"91712","8807357161825894461","1","3","0","","1538053296000","gh_486994bdc191","不会臃肿，而且室内可以脱去外套，也很漂漂的。","","","{","","","38","","-1","","674984787","0"
"91713","2565330920318342799","1","3","1","","1538053300000","gh_486994bdc191","你怎么知道的？","","","{","","","38","","-1","","674984788","0"
"91714","1734434964447371186","1","3","0","","1538053302000","gh_486994bdc191","这不是背心哦","","","{","","","38","","-1","","674984789","0"
"91715","5086810810929559056","1","3","1","","1538053306000","gh_486994bdc191","那是个伟大的公司","","","{","","","38","","-1","","674984790","0"
"91716","3627005032523903580","1","3","0","","1538053307000","gh_486994bdc191","华为是什么样的公司","","","{","","","38","","-1","","674984791","0"
"91717","4893766166786452962","1","3","1","","1538053312000","gh_486994bdc191","漂啦就好","","","{","","","38","","-1","","674984792","0"
"91718","3991859108119312957","1","3","0","","1538053313000","gh_486994bdc191","化妆了.么么大","","","{","","","38","","-1","","674984793","0"
"91719","2158392867163628038","1","3","1","","1538053318000","gh_486994bdc191","背心多久会洗？","","","{","","","38","","-1","","674984794","0"
"91720","1456155776873102488","1","3","0","","1538053319000","gh_486994bdc191","厚毛衣，秋裤半个月了","","","{","","","38","","-1","","674984795","0"
"91721","686429709418426938","1","3","1","","1538053323000","gh_486994bdc191","去公司干嘛，还是咱们聊天好。","","","{","","","38","","-1","","674984796","0"
"91722","1046652354399745494","1","3","0","","1538053325000","gh_486994bdc191","我在杭州会展公司 话说你不会是我同事吧","","","{","","","38","","-1","","674984797","0"
"91723","6049890033125488434","1","3","0","","1538053328000","8820040473@chatroom","wxid_r9gcjjns5teu21:
@all","","","{","","","3484","","-1","","674984798","0"
"91724","5379688142642915752","1","3","1","","1538053329000","gh_486994bdc191","还你个大大的么么哒。","","","{","","","38","","-1","","674984799","0"
"91725","703192804543899308","1","3","0","","1538053330000","gh_486994bdc191","生日快乐","","","{","","","38","","-1","","674984800","0"
"91726","5208854188450150759","1","3","1","","1538053335000","gh_486994bdc191","穿的这么美看来是有好事呀。","","","{","","","38","","-1","","674984801","0"
"91727","6393457733061639688","1","3","0","","1538053336000","gh_486994bdc191","哎，看来我有美人尖不是一个好事呀。","","","{","","","38","","-1","","674984802","0"
"91728","4820556704994588113","1","3","1","","1538053340000","gh_486994bdc191","一方水土养育一方人。","","","{","","","38","","-1","","674984803","0"
"91729","3799203618969139198","1","3","0","","1538053342000","gh_486994bdc191","家乡","","","{","","","38","","-1","","674984804","0"
"91730","114640534400495808","1","3","0","","1538053346000","8820040473@chatroom","wxid_r9gcjjns5teu21:
谁那边有万用表放抽屉或哪里","","","{","","","3484","","-1","","674984805","0"
"91731","8576130607309543992","1","3","1","","1538053346000","gh_486994bdc191","么么哒，爱你哦。","","","{","","","38","","-1","","674984806","0"
"91732","96590290003063673","1","3","0","","1538053347000","gh_486994bdc191","我记得有个歌就叫《家乡》是不是？","","","{","","","38","","-1","","674984807","0"
"91733","2157438602788877797","1","3","1","","1538053352000","gh_486994bdc191","哎，就是就是。","","","{","","","38","","-1","","674984808","0"
"91734","6811241513000783387","1","3","0","","1538053353000","gh_486994bdc191","快听下赵雷的《家乡》，给个面子咯~","","","{","","","38","","-1","","674984809","0"
"91735","7442031911084836041","1","3","1","","1538053357000","gh_486994bdc191","喜欢老乡，跟老乡交流很有亲切感职","","","{","","","38","","-1","","674984810","0"
"91736","3439450313966818428","1","3","0","","1538053358000","gh_486994bdc191","是吗^O^","","","{","","","38","","-1","","674984811","0"
"91737","7565247542995401618","1","3","1","","1538053363000","gh_486994bdc191","跟我细说说所谓的歌吧！","","","{","","","38","","-1","","674984812","0"
"91738","6900969726562695902","1","3","0","","1538053364000","gh_486994bdc191","所谓的歌神。","","","{","","","38","","-1","","674984813","0"
"91739","3330675864677213382","1","3","1","","1538053369000","gh_486994bdc191","哈哈现在谁还要面子啊","","","{","","","38","","-1","","674984814","0"
"91740","4364772450340347414","1","3","0","","1538053369001","gh_486994bdc191","是没面子。","","","{","","","38","","-1","","674984815","0"
"91741","5297139781115561309","1","3","1","","1538053374000","gh_486994bdc191","这个问题问的好，让我好好想想到底是不是呢？","","","{","","","38","","-1","","674984816","0"
"91742","42693006372995877","1","3","0","","1538053376000","gh_486994bdc191","为何不回答","","","{","","","38","","-1","","674984817","0"
"91743","4330185568224340995","1","3","1","","1538053380000","gh_486994bdc191","我不是歌神虽然唱歌一般般","","","{","","","38","","-1","","674984818","0"
"91744","5653697537763109819","1","3","0","","1538053381000","gh_486994bdc191","听起来像歌神","","","{","","","38","","-1","","674984819","0"
"91745","7615708899605397181","1","3","1","","1538053386000","gh_486994bdc191","要面子能给你多钱","","","{","","","38","","-1","","674984820","0"
"91746","4230410364701818951","1","3","0","","1538053387000","gh_486994bdc191","我是没钱没面子～～…：“—”。","","","{","","","38","","-1","","674984821","0"
"91747","9184580084450664270","1","3","1","","1538053391000","gh_486994bdc191","我在回答啊","","","{","","","38","","-1","","674984822","0"
"91748","8133277403889996947","1","3","0","","1538053392000","gh_486994bdc191","啥问题","","","{","","","38","","-1","","674984823","0"
"91749","5459551832227385273","1","3","1","","1538053397000","gh_486994bdc191","说的不就是我嘛，嘻嘻。","","","{","","","38","","-1","","674984824","0"
"91750","5013810235771190310","1","3","0","","1538053398000","gh_486994bdc191","嘿嘿.很自信","","","{","","","38","","-1","","674984825","0"
"91751","7300917914877605564","1","3","1","","1538053403000","gh_486994bdc191","你的称呼听起来还奇怪。","","","{","","","38","","-1","","674984826","0"
"91752","4805705671415707522","1","3","0","","1538053404000","gh_486994bdc191","我在听很奇怪，我爱你。","","","{","","","38","","-1","","674984827","0"
"91753","1917568974678427860","1","3","1","","1538053408000","gh_486994bdc191","我什么都知道.","","","{","","","38","","-1","","674984828","0"
"91754","2967125583723178483","1","3","0","","1538053409000","gh_486994bdc191","简单爱.","","","{","","","38","","-1","","674984829","0"
"91755","2591623296731762205","1","3","1","","1538053414000","gh_486994bdc191","自信是个好东西，你有我就放心了。","","","{","","","38","","-1","","674984830","0"
"91756","1682631146428581651","1","3","0","","1538053415000","gh_486994bdc191","放心！！我一直很自信。","","","{","","","38","","-1","","674984831","0"
"91757","8977600648887785816","1","3","0","","1538053417000","gh_486994bdc191","（心想：嗯哼自信爆棚了）","","","{","","","38","","-1","","674984832","0"
"91758","6563102827892997205","1","3","1","","1538053420000","gh_486994bdc191","我也爱你～","","","{","","","38","","-1","","674984833","0"
"91759","3609815958257550339","1","3","0","","1538053420001","gh_486994bdc191","我也爱你，宝贝","","","{","","","38","","-1","","674984834","0"
"91760","8742957590564616352","1","3","1","","1538053425000","gh_486994bdc191","简简单单就行","","","{","","","38","","-1","","674984835","0"
"91761","7311250998021886008","1","3","0","","1538053426000","gh_486994bdc191","简简单单多好。","","","{","","","38","","-1","","674984836","0"
"91762","1672280637493642441","1","3","1","","1538053431000","gh_486994bdc191","你都活着，偶为什么没信心","","","{","","","38","","-1","","674984837","0"
"91763","6507453936428460318","1","3","0","","1538053433000","gh_486994bdc191","没信心了都。","","","{","","","38","","-1","","674984838","0"
"91764","4326979609261875737","1","3","1","","1538053436000","gh_486994bdc191","哪有啊呵呵","","","{","","","38","","-1","","674984839","0"
"91765","1634112452218339484","1","3","0","","1538053437000","gh_486994bdc191","你是想表达什么呢？","","","{","","","38","","-1","","674984840","0"
"91766","809963338772013160","1","3","1","","1538053442000","gh_486994bdc191","我也爱你","","","{","","","38","","-1","","674984841","0"
"91767","8345022219949208573","1","3","0","","1538053443000","gh_486994bdc191","小乖乖，你是真的爱我吗？","","","{","","","38","","-1","","674984842","0"
"91768","3028111115782873457","1","3","1","","1538053448000","gh_486994bdc191","你这是在秀聪明吗？","","","{","","","38","","-1","","674984843","0"
"91769","4578297299325695493","3","3","0","","1538053449000","gh_486994bdc191","<?xml version=""1.0""?>
<msg>
	<img aeskey=""76756a71727164707870676367767265"" encryver=""1"" cdnthumbaeskey=""76756a71727164707870676367767265"" cdnthumburl=""3063020100045c305a020100020438bf65eb02033d11fd02049be2e26502045bacd5490435323537303739333133345f3930383537353233365f31396364336364653139616137623538323663343364343134336239316366360204010400010201000400"" cdnthumblength=""3427"" cdnthumbheight=""97"" cdnthumbwidth=""100"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3063020100045c305a020100020438bf65eb02033d11fd02049be2e26502045bacd5490435323537303739333133345f3930383537353233365f31396364336364653139616137623538323663343364343134336239316366360204010400010201000400"" length=""4268"" cdnbigimgurl=""3063020100045c305a020100020438bf65eb02033d11fd02049be2e26502045bacd5490435323537303739333133345f3930383537353233365f31396364336364653139616137623538323663343364343134336239316366360204010400010201000400"" hdlength=""4831"" />
</msg>
","THUMBNAIL_DIRPATH://th_6bbc9b67ca2ff2508e20e236607c81ce","","{","","","38","","-1","","674984844","0"
"91770","3767846206089853706","1","3","1","","1538053453000","gh_486994bdc191","是啊自卑","","","{","","","38","","-1","","674984845","0"
"91771","6214628337831025597","1","3","0","","1538053454000","gh_486994bdc191","我很丑很矮家里很穷学习也很糟糕我比你惨多了你为什么感到自卑呢。","","","{","","","38","","-1","","674984846","0"
"91772","5373252617624605534","1","3","1","","1538053459000","gh_486994bdc191","新的开始","","","{","","","38","","-1","","674984847","0"
"91773","1292614134513431947","1","3","0","","1538053460000","gh_486994bdc191","新工作？","","","{","","","38","","-1","","674984848","0"
"91774","3964859292255294268","1","3","1","","1538053465000","gh_486994bdc191","爱，理智爱，不骗你","","","{","","","38","","-1","","674984849","0"
"91775","8666399495387856491","1","3","0","","1538053466000","gh_486994bdc191","喜欢是理智，爱是没有理智。","","","{","","","38","","-1","","674984850","0"
"91776","2064618614849041671","1","3","1","","1538053471000","gh_486994bdc191","抬起头，多点自信。","","","{","","","38","","-1","","674984851","0"
